"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ENSG00000138639.1",1.87915724427288e-06,-0.586788669095129,0.02,0.038,0.0440549624347334,"1","ENSG00000138639"
"ENSG00000147457.1",1.8957812443324e-06,-0.709214732796685,0.011,0.025,0.0444446954921287,"1","ENSG00000147457"
"ENSG00000168209",1.89768806301818e-06,-0.562419879344189,0.024,0.043,0.0444893989493983,"1","ENSG00000168209"
"ENSG00000116350",1.90163606384253e-06,-0.117168967477386,0.071,0.102,0.0445819558807244,"1","ENSG00000116350"
"ENSG00000044459.1",1.91740794712182e-06,-0.678444263982973,0.014,0.03,0.044951711912324,"1","ENSG00000044459"
"ENSG00000120658.1",1.92078561808213e-06,-1.5975661323851,0.004,0.015,0.0450308980303174,"1","ENSG00000120658"
"ENSG00000213079.1",1.92468007169775e-06,-0.424830868375717,0.026,0.046,0.0451221996008819,"1","ENSG00000213079"
"ENSG00000179818.1",1.92797771265127e-06,-0.916054783375051,0.006,0.018,0.0451995094953964,"1","ENSG00000179818"
"ENSG00000100888.1",1.9281199413468e-06,-0.324401760397849,0.026,0.046,0.0452028439049344,"1","ENSG00000100888"
"ENSG00000112200",1.9288052871208e-06,-0.65438424294077,0.017,0.034,0.0452189111512601,"1","ENSG00000112200"
"ENSG00000157617",1.9382844834632e-06,-0.95382323588948,0.006,0.017,0.0454411414303113,"1","ENSG00000157617"
"ENSG00000030419",1.94394529383494e-06,-1.07868240221045,0.011,0.025,0.0455738534686664,"1","ENSG00000030419"
"ENSG00000100097",1.94652712503804e-06,-0.50509562022624,0.02,0.038,0.0456343819193919,"1","ENSG00000100097"
"ENSG00000139626",1.97570530019603e-06,-1.09247326102028,0.01,0.023,0.0463184350577957,"1","ENSG00000139626"
"ENSG00000065559",1.97861969750039e-06,-0.711590253540009,0.011,0.025,0.0463867601881991,"1","ENSG00000065559"
"ENSG00000082512.1",1.98591514924827e-06,-0.405790085071616,0.027,0.046,0.0465577947589764,"1","ENSG00000082512"
"ENSG00000088179",2.02448498060982e-06,-0.972770273874336,0.008,0.021,0.0474620258854166,"1","ENSG00000088179"
"ENSG00000176407",2.05973259763423e-06,-0.352630025582132,0.032,0.053,0.0482883710189369,"1","ENSG00000176407"
"ENSG00000137575.1",2.06118621105663e-06,-0.493426151028439,0.024,0.043,0.0483224495320116,"1","ENSG00000137575"
"ENSG00000102780",2.07725370397847e-06,-1.41903717305811,0.006,0.018,0.0486991358360712,"1","ENSG00000102780"
"ENSG00000111879",2.07856381372673e-06,-2.55704286074501,0.001,0.01,0.0487298500490095,"1","ENSG00000111879"
"ENSG00000089820.1",2.08768393064896e-06,-0.478767781051689,0.021,0.039,0.0489436620701343,"1","ENSG00000089820"
"ENSG00000198938",2.08892638914609e-06,0.244721641013112,0.555,0.58,0.0489727902671409,"1","ENSG00000198938"
"ENSG00000145740.1",2.09009184732623e-06,-1.07919182457928,0.008,0.021,0.049000113268716,"1","ENSG00000145740"
"ENSG00000186854",2.10575762316299e-06,-0.415446539511789,0.037,0.059,0.0493673817174332,"1","ENSG00000186854"
"ENSG00000174799",2.13411753152167e-06,-0.429016921304764,0.026,0.046,0.0500322514089939,"1","ENSG00000174799"
"ENSG00000085117.1",2.18195840665093e-06,-0.272631590243133,0.03,0.05,0.0511538328855244,"1","ENSG00000085117"
"ENSG00000088387.1",2.24411965706054e-06,-0.594602881584998,0.016,0.033,0.0526111412401273,"1","ENSG00000088387"
"ENSG00000168785",2.24727336425965e-06,-1.33936056340023,0.007,0.019,0.0526850767517033,"1","ENSG00000168785"
"ENSG00000100647",2.26783026499134e-06,-0.453253406947492,0.029,0.05,0.053167012732457,"1","ENSG00000100647"
"ENSG00000172057",2.2824750198645e-06,-0.413587096653268,0.023,0.041,0.0535103443657034,"1","ENSG00000172057"
"ENSG00000198873",2.29340019808808e-06,-0.967373036609617,0.011,0.025,0.053766474243977,"1","ENSG00000198873"
"ENSG00000116815",2.29536724665001e-06,-0.636415502177635,0.012,0.027,0.0538125897304628,"1","ENSG00000116815"
"ENSG00000100461",2.32956231893563e-06,-0.221476852257151,0.031,0.052,0.0546142590051269,"1","ENSG00000100461"
"ENSG00000265148",2.3395024948375e-06,-0.67662177973292,0.018,0.035,0.0548472964889704,"1","ENSG00000265148"
"ENSG00000100234.1",2.34379926286949e-06,-2.77445919389341,0.001,0.01,0.0549480299187123,"1","ENSG00000100234"
"ENSG00000092820.1",2.34759616322208e-06,0.580211141991918,0.262,0.247,0.0550370444505786,"1","ENSG00000092820"
"ENSG00000183495",2.35644196719897e-06,-0.860081928188601,0.013,0.028,0.0552444254790127,"1","ENSG00000183495"
"ENSG00000136280.1",2.36036883837163e-06,-0.115304964819827,0.058,0.086,0.0553364870467845,"1","ENSG00000136280"
"ENSG00000118689",2.36208107248413e-06,-0.991682149553644,0.011,0.025,0.0553766286633178,"1","ENSG00000118689"
"ENSG00000141068.1",2.37690194380343e-06,-2.12204119680665,0.002,0.011,0.0557240891705277,"1","ENSG00000141068"
"ENSG00000179912",2.37945157843638e-06,-0.369376803120216,0.023,0.042,0.0557838628048624,"1","ENSG00000179912"
"ENSG00000206418",2.38505719061933e-06,-0.804742172453401,0.009,0.022,0.0559152807768796,"1","ENSG00000206418"
"ENSG00000164692.1",2.38962744981304e-06,-1.72083448435949,0.004,0.014,0.0560224259334169,"1","ENSG00000164692"
"ENSG00000006607",2.41830161385208e-06,-0.706562996733185,0.014,0.029,0.0566946630351481,"1","ENSG00000006607"
"ENSG00000144535",2.41922239927966e-06,-0.557734268073144,0.013,0.028,0.0567162499287122,"1","ENSG00000144535"
"ENSG00000115839",2.42830497532408e-06,-0.254428498464898,0.03,0.05,0.0569291818414977,"1","ENSG00000115839"
"ENSG00000118705.1",2.43449497650563e-06,-0.26452650349357,0.049,0.074,0.0570743002291981,"1","ENSG00000118705"
"ENSG00000225470.1",2.4450083599012e-06,-0.517857435464972,0.02,0.037,0.0573207759895236,"1","ENSG00000225470"
"ENSG00000019582.1",2.48980866887659e-06,0.124298172172411,0.83,0.836,0.0583710744331429,"1","ENSG00000019582"
"ENSG00000196230.1",2.52886748356816e-06,0.561661998895865,0.289,0.281,0.0592867692847719,"1","ENSG00000196230"
"ENSG00000109790.1",2.60130328760624e-06,-0.316953824131714,0.042,0.065,0.0609849542746408,"1","ENSG00000109790"
"ENSG00000132294",2.60434835919709e-06,-0.44665859397056,0.029,0.049,0.0610563429330166,"1","ENSG00000132294"
"ENSG00000168542.1",2.60741925385665e-06,-2.27506725068865,0.003,0.012,0.0611283369874153,"1","ENSG00000168542"
"ENSG00000182866.1",2.61258256519988e-06,-0.173385036463543,0.071,0.102,0.0612493856585459,"1","ENSG00000182866"
"ENSG00000062725.1",2.6179386161233e-06,-0.554323160263304,0.015,0.031,0.0613749529163946,"1","ENSG00000062725"
"ENSG00000132680",2.64227834318144e-06,-0.442962144139922,0.02,0.038,0.0619455734775457,"1","ENSG00000132680"
"ENSG00000213625",2.64452944071352e-06,-0.917920826600309,0.009,0.022,0.0619983482080877,"1","ENSG00000213625"
"ENSG00000074800.1",2.6485325606663e-06,0.458260658531709,0.351,0.349,0.0620921973522608,"1","ENSG00000074800"
"ENSG00000146828",2.64940113417944e-06,-1.40745525201446,0.005,0.016,0.0621125601897027,"1","ENSG00000146828"
"ENSG00000134982",2.65325733480985e-06,-0.932499754050711,0.012,0.026,0.0622029649572822,"1","ENSG00000134982"
"ENSG00000118257",2.67209252599168e-06,-2.11161907076722,0.002,0.011,0.062644537179349,"1","ENSG00000118257"
"ENSG00000100292",2.67898137351468e-06,-0.720579412501262,0.013,0.028,0.0628060393206782,"1","ENSG00000100292"
"ENSG00000156831.1",2.68726878381907e-06,-0.277614659470294,0.044,0.068,0.0630003293678542,"1","ENSG00000156831"
"ENSG00000102921",2.69558339307995e-06,-0.737892128414372,0.014,0.029,0.0631952570673663,"1","ENSG00000102921"
"ENSG00000106443",2.69713003212601e-06,-0.228170596296563,0.04,0.063,0.0632315164731623,"1","ENSG00000106443"
"ENSG00000145416.1",2.72276245811047e-06,-0.220762175107527,0.05,0.076,0.0638324430679418,"1","ENSG00000145416"
"ENSG00000138641",2.72370188285384e-06,-1.39213849851229,0.007,0.019,0.0638544669416253,"1","ENSG00000138641"
"ENSG00000165929",2.73472847499583e-06,-0.641447279126568,0.02,0.037,0.0641129743678022,"1","ENSG00000165929"
"ENSG00000136048.1",2.74866910607044e-06,-1.30267275149249,0.007,0.02,0.0644397985227153,"1","ENSG00000136048"
"ENSG00000058262",2.75723588150145e-06,-0.745131218732283,0.01,0.024,0.0646406380059199,"1","ENSG00000058262"
"ENSG00000101109.1",2.78008835999038e-06,-0.149594070183342,0.08,0.113,0.0651763915116146,"1","ENSG00000101109"
"ENSG00000196498",2.78360427617067e-06,-0.681101439796238,0.019,0.035,0.0652588186505451,"1","ENSG00000196498"
"ENSG00000147421.1",2.78744547861248e-06,-0.683624957466422,0.013,0.028,0.0653488718005909,"1","ENSG00000147421"
"ENSG00000004399",2.7952509534291e-06,-1.17167409784423,0.006,0.018,0.0655318633521918,"1","ENSG00000004399"
"ENSG00000188994.1",2.79678901784238e-06,-0.105118812094757,0.062,0.091,0.0655679217342969,"1","ENSG00000188994"
"ENSG00000107929",2.84621426425052e-06,-0.201961077778657,0.033,0.054,0.0667266472110893,"1","ENSG00000107929"
"ENSG00000106785",2.86401355827133e-06,-0.58813938126667,0.018,0.035,0.0671439338601131,"1","ENSG00000106785"
"ENSG00000196090.1",2.88723708705192e-06,-2.54443243349431,0.002,0.011,0.0676883862688453,"1","ENSG00000196090"
"ENSG00000119596.1",2.88858113941802e-06,-0.437731977679159,0.026,0.045,0.0677198962325161,"1","ENSG00000119596"
"ENSG00000143379.1",2.89230744784405e-06,-0.65619315078696,0.012,0.026,0.0678072558072559,"1","ENSG00000143379"
"ENSG00000121741.1",2.89760371217888e-06,-0.306868655379585,0.04,0.063,0.0679314214283216,"1","ENSG00000121741"
"ENSG00000063177.1",2.90829642104355e-06,0.156800791788958,0.705,0.753,0.068182101294945,"1","ENSG00000063177"
"ENSG00000183530.1",2.94411440758103e-06,-0.4719805123085,0.019,0.036,0.0690218181713297,"1","ENSG00000183530"
"ENSG00000110841",2.96410204781214e-06,-2.63661075835036,0.001,0.01,0.0694904084089079,"1","ENSG00000110841"
"ENSG00000125246",2.97471148328755e-06,-1.16039097042134,0.005,0.016,0.0697391360141933,"1","ENSG00000125246"
"ENSG00000165322",2.97808290916887e-06,-0.982314792505536,0.007,0.019,0.069818175722555,"1","ENSG00000165322"
"ENSG00000184613.1",2.98349447416682e-06,-2.21810233132197,0.002,0.011,0.0699450444523669,"1","ENSG00000184613"
"ENSG00000187164.1",2.98360230847095e-06,-1.49419319888217,0.003,0.013,0.0699475725197929,"1","ENSG00000187164"
"ENSG00000124813",3.00268524829709e-06,-2.29278885849154,0.002,0.011,0.0703949529610769,"1","ENSG00000124813"
"ENSG00000095015",3.01977601792602e-06,-0.578026120723721,0.017,0.033,0.0707956289642577,"1","ENSG00000095015"
"ENSG00000133275.1",3.07149161020274e-06,-0.551439403301432,0.015,0.031,0.072008049309593,"1","ENSG00000133275"
"ENSG00000120278.1",3.07388877571412e-06,-0.112155834089375,0.069,0.099,0.0720642484578419,"1","ENSG00000120278"
"ENSG00000012817.1",3.10906150466048e-06,-0.794842070071941,0.008,0.021,0.0728888379152603,"1","ENSG00000012817"
"ENSG00000138744.1",3.13957200857615e-06,-1.39180334956185,0.007,0.019,0.0736041261690593,"1","ENSG00000138744"
"ENSG00000105122",3.15862223108274e-06,-0.631018668211338,0.017,0.033,0.0740507395855037,"1","ENSG00000105122"
"ENSG00000185201",3.19648418130539e-06,-0.522958315027282,0.02,0.038,0.0749383751465236,"1","ENSG00000185201"
"ENSG00000213626.1",3.20759878240886e-06,-0.323479969444006,0.037,0.06,0.0751989458547934,"1","ENSG00000213626"
"ENSG00000110092.1",3.23862724048683e-06,-1.34679752175692,0.005,0.017,0.0759263770259733,"1","ENSG00000110092"
"ENSG00000135862.1",3.24844955309033e-06,-1.44515687938506,0.002,0.012,0.0761566513226498,"1","ENSG00000135862"
"ENSG00000164308.1",3.27608561668731e-06,-0.400979363006481,0.028,0.047,0.0768045511976173,"1","ENSG00000164308"
"ENSG00000167258",3.27867926132263e-06,-0.241712220393077,0.028,0.047,0.0768653566024477,"1","ENSG00000167258"
"ENSG00000133943",3.28089814142909e-06,-0.670350690544999,0.014,0.029,0.0769173760276636,"1","ENSG00000133943"
"ENSG00000178573",3.28392817931536e-06,-0.385037136838245,0.035,0.057,0.0769884122358693,"1","ENSG00000178573"
"ENSG00000110344",3.29323838518625e-06,-0.619713968862407,0.011,0.025,0.0772066807023063,"1","ENSG00000110344"
"ENSG00000138768.1",3.2953794524843e-06,-0.308303026581039,0.031,0.052,0.0772568758840418,"1","ENSG00000138768"
"ENSG00000083828.1",3.3340633532126e-06,-0.700186786876067,0.01,0.024,0.0781637812527163,"1","ENSG00000083828"
"ENSG00000151893.1",3.42468302478144e-06,-0.591280683378508,0.013,0.027,0.0802882688329762,"1","ENSG00000151893"
"ENSG00000108510.1",3.43737570533198e-06,-0.301974754082764,0.035,0.057,0.0805858360358028,"1","ENSG00000108510"
"ENSG00000136044",3.44106059511959e-06,-1.0196949898006,0.009,0.022,0.0806722245919837,"1","ENSG00000136044"
"ENSG00000189171",3.4689708765999e-06,-0.677835910147514,0.018,0.034,0.081326553231008,"1","ENSG00000189171"
"ENSG00000110848",3.48023663125083e-06,-0.625875729488647,0.018,0.035,0.0815906675830445,"1","ENSG00000110848"
"ENSG00000107679.1",3.49294907304604e-06,-1.86939221474097,0.003,0.013,0.0818886980684913,"1","ENSG00000107679"
"ENSG00000099204.1",3.50550482433928e-06,-0.401561937920843,0.038,0.06,0.0821830551018101,"1","ENSG00000099204"
"ENSG00000105329",3.50884724441988e-06,-0.716697951121005,0.012,0.026,0.0822614147981797,"1","ENSG00000105329"
"ENSG00000162889.1",3.52288263248485e-06,-0.376615821902372,0.022,0.04,0.0825904604359748,"1","ENSG00000162889"
"ENSG00000242247",3.52912525580192e-06,-0.463823711503075,0.022,0.04,0.0827368124970203,"1","ENSG00000242247"
"ENSG00000086200.1",3.64749550177962e-06,-1.68945352784438,0.003,0.013,0.0855118845437213,"1","ENSG00000086200"
"ENSG00000178607.1",3.6962666735049e-06,-2.80181903618973,0.002,0.01,0.0866552758936488,"1","ENSG00000178607"
"ENSG00000111961.1",3.71417466295603e-06,-2.72826780344236,0.002,0.01,0.0870751107983411,"1","ENSG00000111961"
"ENSG00000147408.1",3.72948098708309e-06,-2.65355682228647,0.001,0.01,0.0874339522611759,"1","ENSG00000147408"
"ENSG00000198730.1",3.74016176562509e-06,-0.285398444581154,0.039,0.062,0.0876843524333147,"1","ENSG00000198730"
"ENSG00000031081",3.75749312404803e-06,-1.18247049146069,0.005,0.016,0.088090668800182,"1","ENSG00000031081"
"ENSG00000143324",3.79745716010485e-06,-1.13105041296134,0.007,0.018,0.0890275856614981,"1","ENSG00000143324"
"ENSG00000095564.1",3.80094534475336e-06,-0.405630951141818,0.022,0.04,0.0891093626623978,"1","ENSG00000095564"
"ENSG00000183943",3.88811877661323e-06,-1.081641537517,0.007,0.019,0.0911530565989207,"1","ENSG00000183943"
"ENSG00000204389",3.95088985331049e-06,-1.00489252244575,0.008,0.021,0.092624661721011,"1","ENSG00000204389"
"ENSG00000163110.1",4.00501375479501e-06,-0.878898909583875,0.012,0.026,0.0938935424674143,"1","ENSG00000163110"
"ENSG00000143110",4.0582526102668e-06,-1.02215449701924,0.009,0.022,0.0951416741950948,"1","ENSG00000143110"
"ENSG00000196233.1",4.06393809601297e-06,-0.582477729510904,0.017,0.033,0.0952749647229281,"1","ENSG00000196233"
"ENSG00000080546",4.080468311685e-06,-1.8293413283737,0.004,0.014,0.0956624990991431,"1","ENSG00000080546"
"ENSG00000229989.1",4.09157911755958e-06,-0.234904933828296,0.018,0.035,0.0959229808320668,"1","ENSG00000229989"
"ENSG00000006715.1",4.10641947164706e-06,-0.454694319233757,0.02,0.037,0.0962708980932938,"1","ENSG00000006715"
"ENSG00000196950",4.11536969801195e-06,-0.991432580523434,0.011,0.024,0.0964807272001923,"1","ENSG00000196950"
"ENSG00000035403",4.11634394314865e-06,-1.78102022834171,0.004,0.014,0.0965035674031769,"1","ENSG00000035403"
"ENSG00000143013.1",4.17604590728177e-06,-0.310260197378714,0.027,0.046,0.0979032202503139,"1","ENSG00000143013"
"ENSG00000158470",4.18037290514751e-06,-1.46468820699356,0.004,0.015,0.0980046623882783,"1","ENSG00000158470"
"ENSG00000143156",4.20274625903283e-06,-1.34941886917234,0.005,0.015,0.0985291832967657,"1","ENSG00000143156"
"ENSG00000105778",4.20934515724864e-06,-0.592472128826372,0.015,0.03,0.098683887866537,"1","ENSG00000105778"
"ENSG00000130584.1",4.23296244423944e-06,-2.68130866064685,0.001,0.01,0.0992375715427496,"1","ENSG00000130584"
"ENSG00000077984.1",4.26214622052899e-06,-1.33002245525909,0.004,0.015,0.0999217559940817,"1","ENSG00000077984"
"ENSG00000158195.1",4.26457093285732e-06,-0.209009498370305,0.036,0.058,0.0999786009499071,"1","ENSG00000158195"
"ENSG00000182871",4.26674851430722e-06,-2.33474206658849,0.001,0.01,0.100029652169418,"1","ENSG00000182871"
"ENSG00000091157",4.33560590648194e-06,-0.569669429987938,0.014,0.029,0.101643944871563,"1","ENSG00000091157"
"ENSG00000076662.1",4.33848840765664e-06,-0.320971662468542,0.033,0.054,0.101711522229102,"1","ENSG00000076662"
"ENSG00000104419",4.35991319657783e-06,-0.966034904163432,0.01,0.023,0.102213804980571,"1","ENSG00000104419"
"ENSG00000114850.1",4.41833592601826e-06,-0.151634550777012,0.048,0.073,0.103583467449572,"1","ENSG00000114850"
"ENSG00000175455",4.43903452379011e-06,-0.832297879843094,0.012,0.026,0.104068725375735,"1","ENSG00000175455"
"ENSG00000141556",4.50921816693377e-06,-0.704803269665852,0.01,0.023,0.105714110705595,"1","ENSG00000141556"
"ENSG00000111796.1",4.53240252181593e-06,-1.77475216565582,0.002,0.011,0.106257644721453,"1","ENSG00000111796"
"ENSG00000150672",4.53717769552511e-06,-1.13910175009355,0.012,0.026,0.106369593893891,"1","ENSG00000150672"
"ENSG00000183621.1",4.54668011322006e-06,-1.58410242390158,0.003,0.013,0.106592368574331,"1","ENSG00000183621"
"ENSG00000152767.1",4.5828291453119e-06,-1.68733302034759,0.004,0.015,0.107439846482692,"1","ENSG00000152767"
"ENSG00000141447.1",4.59154553194284e-06,-2.53354244245046,0.002,0.011,0.107644193450868,"1","ENSG00000141447"
"ENSG00000180628.1",4.59448158706153e-06,-0.282585503190193,0.026,0.045,0.107713026327071,"1","ENSG00000180628"
"ENSG00000178951",4.59810535347563e-06,-0.52432575996545,0.022,0.039,0.107797981906883,"1","ENSG00000178951"
"ENSG00000154511",4.59965771987411e-06,-0.719730791889196,0.011,0.025,0.107834375584729,"1","ENSG00000154511"
"ENSG00000108774.1",4.6027659767066e-06,-0.480601675549067,0.019,0.036,0.10790724555791,"1","ENSG00000108774"
"ENSG00000126804",4.65493474033209e-06,-0.415602859942438,0.027,0.046,0.109130290052345,"1","ENSG00000126804"
"ENSG00000139697",4.66165963430274e-06,-0.260283014450175,0.031,0.051,0.109287948466593,"1","ENSG00000139697"
"ENSG00000196295",4.67830834607523e-06,-1.17978318586061,0.007,0.018,0.109678260865388,"1","ENSG00000196295"
"ENSG00000198160.1",4.68898190872582e-06,-0.411001872328386,0.033,0.053,0.109928491868168,"1","ENSG00000198160"
"ENSG00000128016",4.69923136191501e-06,-0.569413514153092,0.014,0.029,0.110168780048736,"1","ENSG00000128016"
"ENSG00000067248",4.70426147926845e-06,-0.54465842696126,0.021,0.038,0.11028670611997,"1","ENSG00000067248"
"ENSG00000064393",4.74801410523339e-06,-0.954749046587414,0.007,0.019,0.111312442683092,"1","ENSG00000064393"
"ENSG00000124789.1",4.75690828909983e-06,-0.364036332818482,0.021,0.038,0.111520957929656,"1","ENSG00000124789"
"ENSG00000236287.1",4.79968936209751e-06,-0.574115768582729,0.017,0.032,0.112523917405014,"1","ENSG00000236287"
"ENSG00000179241",4.80222484448041e-06,-2.17333600183255,0.002,0.01,0.112583359253999,"1","ENSG00000179241"
"ENSG00000092978",4.80498635002645e-06,-0.743174424672784,0.01,0.023,0.11264809999002,"1","ENSG00000092978"
"ENSG00000077782",4.80823537655061e-06,-1.29314967087347,0.004,0.014,0.112724270167852,"1","ENSG00000077782"
"ENSG00000123200",4.86437219370357e-06,-0.146778721262825,0.067,0.095,0.114040341709186,"1","ENSG00000123200"
"ENSG00000080822",4.87661971814817e-06,-0.662729266046823,0.016,0.031,0.114327472672266,"1","ENSG00000080822"
"ENSG00000161405.1",4.90915835851401e-06,-0.250216843845515,0.04,0.063,0.115090308557003,"1","ENSG00000161405"
"ENSG00000090615.1",4.92996000919419e-06,-0.469649401465224,0.015,0.031,0.115577982455549,"1","ENSG00000090615"
"ENSG00000175155",5.03582431762507e-06,-1.87537011338699,0.004,0.014,0.118059865302402,"1","ENSG00000175155"
"ENSG00000156515.1",5.06508886313605e-06,-0.611856272241684,0.023,0.041,0.118745943307362,"1","ENSG00000156515"
"ENSG00000182446.1",5.07553812729518e-06,-0.50124185826185,0.019,0.035,0.118990915856308,"1","ENSG00000182446"
"ENSG00000173611.1",5.09432427292341e-06,-0.904423575210796,0.01,0.024,0.119431338254416,"1","ENSG00000173611"
"ENSG00000069020",5.11486601809135e-06,-0.996739003306354,0.006,0.018,0.119912918928134,"1","ENSG00000069020"
"ENSG00000112685.1",5.12700674671824e-06,-0.686074968284438,0.013,0.027,0.120197546170062,"1","ENSG00000112685"
"ENSG00000184897",5.14554508805352e-06,-0.22820448276541,0.032,0.052,0.120632159044327,"1","ENSG00000184897"
"ENSG00000117461",5.18091513241647e-06,-2.40874976475566,0.002,0.011,0.121461374364372,"1","ENSG00000117461"
"ENSG00000115183.1",5.21994135407538e-06,-3.02699086818484,0.002,0.01,0.122376305104943,"1","ENSG00000115183"
"ENSG00000009413",5.2457730860186e-06,-0.287092958535342,0.022,0.04,0.12298190422862,"1","ENSG00000009413"
"ENSG00000089094.1",5.27448760462997e-06,-0.443882320531505,0.016,0.032,0.123655087402945,"1","ENSG00000089094"
"ENSG00000070366",5.29026504759934e-06,-0.794312410883799,0.014,0.028,0.124024973775919,"1","ENSG00000070366"
"ENSG00000006062",5.30197592869873e-06,-0.626673209041349,0.018,0.034,0.124299523672413,"1","ENSG00000006062"
"ENSG00000137509",5.35413047462638e-06,-0.561204516650688,0.015,0.031,0.125522234847141,"1","ENSG00000137509"
"ENSG00000155313",5.36923265335305e-06,-0.64309611125278,0.02,0.037,0.125876290325209,"1","ENSG00000155313"
"ENSG00000111269",5.40865247451773e-06,-0.405999511749386,0.022,0.04,0.126800448612594,"1","ENSG00000111269"
"ENSG00000204397",5.45232566405444e-06,-0.377692358245221,0.029,0.048,0.127824322868092,"1","ENSG00000204397"
"ENSG00000176542",5.48906296650917e-06,-0.455327279784269,0.014,0.029,0.128685592186841,"1","ENSG00000176542"
"ENSG00000164031",5.55540153597342e-06,-0.373993461925776,0.022,0.039,0.130240833609361,"1","ENSG00000164031"
"ENSG00000117519.1",5.65903150367194e-06,-1.63215309213153,0.004,0.015,0.132670334572085,"1","ENSG00000117519"
"ENSG00000137312",5.68356910211062e-06,-0.143212070816825,0.049,0.074,0.133245594029881,"1","ENSG00000137312"
"ENSG00000101577",5.68894211774031e-06,-1.00326198312841,0.008,0.02,0.133371559008304,"1","ENSG00000101577"
"ENSG00000183576",5.77312484206569e-06,-0.5544492635064,0.014,0.028,0.135345138797388,"1","ENSG00000183576"
"ENSG00000185404.1",5.78391057126014e-06,-0.379300668748166,0.022,0.04,0.135597999432623,"1","ENSG00000185404"
"ENSG00000135077",5.88507859998923e-06,-1.05000906033721,0.005,0.016,0.137969782698147,"1","ENSG00000135077"
"ENSG00000102096.1",5.90674781689454e-06,-0.234837896771625,0.052,0.077,0.138477795819276,"1","ENSG00000102096"
"ENSG00000146463",5.92117836036329e-06,-0.380082585658935,0.025,0.044,0.138816105480357,"1","ENSG00000146463"
"ENSG00000094975",6.07047098891464e-06,-0.668101132731581,0.011,0.024,0.142316121864115,"1","ENSG00000094975"
"ENSG00000160271",6.10380315042974e-06,-1.3242621835126,0.005,0.016,0.143097561058675,"1","ENSG00000160271"
"ENSG00000116580",6.11945268048617e-06,-0.437562415353833,0.016,0.031,0.143464448641318,"1","ENSG00000116580"
"ENSG00000151883",6.18331689015275e-06,-0.462533915713343,0.03,0.049,0.144961681172741,"1","ENSG00000151883"
"ENSG00000112584",6.20477478882271e-06,-0.52993698291143,0.019,0.035,0.14546474014916,"1","ENSG00000112584"
"ENSG00000163617",6.22562982427985e-06,-1.28144078047318,0.003,0.012,0.145953665600417,"1","ENSG00000163617"
"ENSG00000123106.1",6.27497659261269e-06,-0.144612295659865,0.056,0.082,0.147110551237212,"1","ENSG00000123106"
"ENSG00000136938.1",6.29276658730946e-06,0.398023086191789,0.368,0.367,0.147527619872883,"1","ENSG00000136938"
"ENSG00000104388",6.33942055276305e-06,-0.114957625538354,0.059,0.086,0.148621375438977,"1","ENSG00000104388"
"ENSG00000162923.1",6.36895349797927e-06,-0.354187678168969,0.034,0.054,0.149313745806626,"1","ENSG00000162923"
"ENSG00000213923",6.398944985459e-06,-0.260890061020258,0.031,0.052,0.150016866239101,"1","ENSG00000213923"
"ENSG00000039123.1",6.41819722448685e-06,-0.149727517782069,0.027,0.046,0.15046821573087,"1","ENSG00000039123"
"ENSG00000165029.1",6.42397667656823e-06,-1.56411281567054,0.004,0.014,0.150603709205466,"1","ENSG00000165029"
"ENSG00000186376",6.46222444912943e-06,-1.10189494578572,0.007,0.018,0.15150038998539,"1","ENSG00000186376"
"ENSG00000067182.1",6.48442644531209e-06,-1.41036451946342,0.004,0.014,0.152020893583897,"1","ENSG00000067182"
"ENSG00000069956.1",6.59835907798131e-06,-1.22087947282766,0.007,0.019,0.154691930224194,"1","ENSG00000069956"
"ENSG00000184863.1",6.62141749920726e-06,-0.26573569844863,0.031,0.051,0.155232511851415,"1","ENSG00000184863"
"ENSG00000109685.1",6.62552962657978e-06,-0.106934051051956,0.039,0.062,0.155328916565536,"1","ENSG00000109685"
"ENSG00000125952.1",6.68626991214589e-06,-0.335478973895494,0.039,0.061,0.156752911820348,"1","ENSG00000125952"
"ENSG00000198130.1",6.73189454183567e-06,-0.41868301315725,0.023,0.04,0.157822535638796,"1","ENSG00000198130"
"ENSG00000204256",6.74091481666365e-06,-0.236779534407576,0.055,0.081,0.158034006961863,"1","ENSG00000204256"
"ENSG00000225783.1",6.76666346312167e-06,-1.10773891867864,0.008,0.02,0.158637658229424,"1","ENSG00000225783"
"ENSG00000174485.1",6.77808890015771e-06,-0.156264021349648,0.046,0.07,0.158905516175297,"1","ENSG00000174485"
"ENSG00000143891",6.83471065308671e-06,-0.640709950625559,0.013,0.027,0.160232956550965,"1","ENSG00000143891"
"ENSG00000211899.1",6.86311518734319e-06,-0.660292295822932,0.526,0.58,0.160898872452074,"1","ENSG00000211899"
"ENSG00000204842",6.86471737087103e-06,-0.391163297733546,0.022,0.039,0.1609364340427,"1","ENSG00000204842"
"ENSG00000198561",7.05677257136255e-06,-1.53950677675034,0.003,0.012,0.165438976163024,"1","ENSG00000198561"
"ENSG00000137770.1",7.07466041706245e-06,-0.463697901227705,0.022,0.039,0.165858338817612,"1","ENSG00000137770"
"ENSG00000073803",7.11470688000244e-06,-0.713545827910736,0.014,0.029,0.166797188094777,"1","ENSG00000073803"
