"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ENSG00000118308",0,1.3017309533277,0.575,0.189,0,"0","ENSG00000118308"
"ENSG00000127074",0,1.40119954821462,0.515,0.143,0,"0","ENSG00000127074"
"ENSG00000100721",0,1.24155103431038,0.498,0.148,0,"0","ENSG00000100721"
"ENSG00000251562",0,-1.04065144439783,0.981,0.962,0,"0","ENSG00000251562"
"ENSG00000112182",1.26876057852032e-320,1.63568996487973,0.412,0.119,2.97448230028304e-316,"0","ENSG00000112182"
"ENSG00000164104",4.15080359171898e-316,0.99167383932074,0.726,0.332,9.73114394042598e-312,"0","ENSG00000164104"
"ENSG00000225885",2.1542244997796e-307,1.68557019048041,0.303,0.066,5.0503639172833e-303,"0","ENSG00000225885"
"ENSG00000117632",5.70477047197372e-299,0.924873673306437,0.74,0.35,1.33742638944952e-294,"0","ENSG00000117632"
"ENSG00000137077",1.47712334846431e-248,-3.70320973198675,0.083,0.348,3.46296797813973e-244,"0","ENSG00000137077"
"ENSG00000176788",1.68843798044796e-244,1.02356590723947,0.429,0.147,3.95837400136219e-240,"0","ENSG00000176788"
"ENSG00000164032",2.36667232048885e-244,0.82595054982467,0.662,0.302,5.54842658815406e-240,"0","ENSG00000164032"
"ENSG00000166710",4.75034223213999e-227,-0.609977195474083,0.973,0.96,1.1136702329029e-222,"0","ENSG00000166710"
"ENSG00000137804",1.21401704483852e-225,1.21768463151132,0.301,0.085,2.84614155991942e-221,"0","ENSG00000137804"
"ENSG00000197061",3.34190921965433e-224,0.67155443733219,0.85,0.506,7.83477197455761e-220,"0","ENSG00000197061"
"ENSG00000123416",1.09218282886549e-217,0.70066686604908,0.799,0.449,2.56051342399226e-213,"0","ENSG00000123416"
"ENSG00000115355",8.14349241880772e-217,1.22337691020593,0.32,0.098,1.90916036266528e-212,"0","ENSG00000115355"
"ENSG00000131747",7.18483219951583e-210,1.11567696586129,0.352,0.118,1.68441206085449e-205,"0","ENSG00000131747"
"ENSG00000183624",1.9869130742201e-209,1.3239615595185,0.255,0.067,4.6581190112016e-205,"0","ENSG00000183624"
"ENSG00000111640",7.7023242817531e-207,0.674924816223509,0.803,0.45,1.8057329046142e-202,"0","ENSG00000111640"
"ENSG00000131378",1.35913719055445e-202,0.98869293995473,0.381,0.136,3.18636122953586e-198,"0","ENSG00000131378"
"ENSG00000198833",1.03637134301473e-200,0.882387714452281,0.418,0.157,2.42966897656372e-196,"0","ENSG00000198833"
"ENSG00000110777",1.22488567285733e-200,1.03813665201543,0.309,0.095,2.87162197144672e-196,"0","ENSG00000110777"
"ENSG00000092820",1.82181610759618e-196,0.856412350933997,0.46,0.185,4.27106568264848e-192,"0","ENSG00000092820"
"ENSG00000156738",1.42911885894736e-189,0.671334685634008,0.646,0.311,3.3504262529162e-185,"0","ENSG00000156738"
"ENSG00000113810",7.91392712287627e-185,0.952629191319852,0.405,0.159,1.85534107468711e-180,"0","ENSG00000113810"
"ENSG00000185697",2.35775357908107e-183,1.7945869551481,0.151,0.026,5.52751749079766e-179,"0","ENSG00000185697"
"ENSG00000121210",4.45169421347329e-175,1.24849784505888,0.273,0.086,1.04365519140668e-170,"0","ENSG00000121210"
"ENSG00000091490",1.67440448242117e-171,1.20792346763305,0.248,0.074,3.9254738685882e-167,"0","ENSG00000091490"
"ENSG00000205581",4.86138534374045e-170,0.793400311178746,0.395,0.155,1.13970317998651e-165,"0","ENSG00000205581"
"ENSG00000134333",5.43774010629885e-168,0.744676603847249,0.444,0.187,1.2748237905207e-163,"0","ENSG00000134333"
"ENSG00000132341",1.50385071455901e-164,0.671715455009594,0.516,0.234,3.52562761521214e-160,"0","ENSG00000132341"
"ENSG00000196230",1.0006114342592e-161,0.663738260899792,0.491,0.218,2.34583344647726e-157,"0","ENSG00000196230"
"ENSG00000105968",1.19730239755204e-159,0.746993531189126,0.366,0.142,2.806955740821e-155,"0","ENSG00000105968"
"ENSG00000214595",1.99744903369089e-159,2.36746278133246,0.109,0.014,4.68281951458493e-155,"0","ENSG00000214595"
"ENSG00000133789",5.88677154885214e-159,0.816421719944722,0.363,0.142,1.38009472191289e-154,"0","ENSG00000133789"
"ENSG00000175130",2.81620707867886e-157,1.02779468370229,0.241,0.074,6.60231587525472e-153,"0","ENSG00000175130"
"ENSG00000148773",1.91975006533366e-156,1.00452254915096,0.27,0.091,4.50066205316824e-152,"0","ENSG00000148773"
"ENSG00000164611",2.26294110298395e-155,0.922598835411195,0.278,0.094,5.30523912183557e-151,"0","ENSG00000164611"
"ENSG00000111732",9.25878328649572e-150,1.69899324161238,0.135,0.026,2.17062915368606e-145,"0","ENSG00000111732"
"ENSG00000145012",9.21352946504201e-147,1.13629707031964,0.255,0.087,2.16001984778445e-142,"0","ENSG00000145012"
"ENSG00000189403",1.3739014090704e-146,0.771138913854732,0.35,0.139,3.22097446342464e-142,"0","ENSG00000189403"
"ENSG00000165209",3.53085683552294e-143,1.01865297453688,0.254,0.087,8.27774076519998e-139,"0","ENSG00000165209"
"ENSG00000105369",7.95161901068815e-142,0.76207102198386,0.316,0.121,1.86417756086573e-137,"0","ENSG00000105369"
"ENSG00000189233",1.86459006255927e-141,1.61757380659996,0.134,0.027,4.37134494266396e-137,"0","ENSG00000189233"
"ENSG00000007312",5.5306299287385e-139,0.695510474979596,0.377,0.159,1.29660088049345e-134,"0","ENSG00000007312"
"ENSG00000012124",7.34786781261419e-139,0.932299803632673,0.257,0.089,1.72263412998927e-134,"0","ENSG00000012124"
"ENSG00000117724",9.02284533511102e-139,1.1259821600501,0.218,0.069,2.11531586036343e-134,"0","ENSG00000117724"
"ENSG00000196092",3.30555391300804e-138,1.09542522665168,0.218,0.069,7.74954059365604e-134,"0","ENSG00000196092"
"ENSG00000147905",3.39742007831167e-138,0.861726480215973,0.297,0.113,7.96491163159387e-134,"0","ENSG00000147905"
"ENSG00000103365",3.7722454428527e-137,0.825948544269426,0.261,0.091,8.84365221622388e-133,"0","ENSG00000103365"
"ENSG00000143799",1.86844939350663e-134,0.686883652360594,0.389,0.169,4.38039275813694e-130,"0","ENSG00000143799"
"ENSG00000169435",5.99689534932308e-134,1.78433620340635,0.11,0.019,1.4059121456953e-129,"0","ENSG00000169435"
"ENSG00000120885",8.87147150977134e-134,0.562152014739208,0.625,0.336,2.07982778075079e-129,"0","ENSG00000120885"
"ENSG00000132646",3.92422956636444e-133,0.825652611930787,0.276,0.102,9.19996379538479e-129,"0","ENSG00000132646"
"ENSG00000028277",5.66600909056434e-133,0.727467228264308,0.321,0.129,1.3283391711919e-128,"0","ENSG00000028277"
"ENSG00000005022",7.43609380962313e-133,0.580025347600537,0.474,0.224,1.74331783272805e-128,"0","ENSG00000005022"
"ENSG00000184009",3.47040962433293e-132,0.396315701540957,0.952,0.753,8.13602832328612e-128,"0","ENSG00000184009"
"ENSG00000122566",2.5894882505901e-131,0.531189292634322,0.754,0.46,6.07079625468343e-127,"0","ENSG00000122566"
"ENSG00000166803",2.61126771526978e-131,0.726261439471072,0.275,0.101,6.12185603167848e-127,"0","ENSG00000166803"
"ENSG00000136938",4.21637788931132e-130,0.54367532230768,0.585,0.3,9.88487632370147e-126,"0","ENSG00000136938"
"ENSG00000111142",3.22884753038073e-129,0.760158243613949,0.29,0.112,7.56971015022457e-125,"0","ENSG00000111142"
"ENSG00000172578",1.02553461898375e-128,1.15810344298771,0.186,0.055,2.40426336074549e-124,"0","ENSG00000172578"
"ENSG00000129657",8.52231662381026e-128,1.02465657464857,0.189,0.057,1.99797190928608e-123,"0","ENSG00000129657"
"ENSG00000065809",4.80584192128275e-127,0.67933223096283,0.347,0.147,1.12668158002553e-122,"0","ENSG00000065809"
"ENSG00000113648",1.37280693315219e-126,0.666794983048627,0.351,0.15,3.218408574082e-122,"0","ENSG00000113648"
"ENSG00000170312",5.61937944365253e-126,1.15282110036027,0.169,0.047,1.3174073167699e-121,"0","ENSG00000170312"
"ENSG00000166508",8.08030059688942e-126,0.908808327310399,0.227,0.078,1.89434567193476e-121,"0","ENSG00000166508"
"ENSG00000102054",1.58864483813573e-125,0.784740128119322,0.263,0.098,3.72441895852541e-121,"0","ENSG00000102054"
"ENSG00000170054",2.01203117972394e-125,1.52279220472751,0.12,0.024,4.71700589774481e-121,"0","ENSG00000170054"
"ENSG00000135144",4.33549294042674e-125,1.13072686452055,0.165,0.045,1.01641296495364e-120,"0","ENSG00000135144"
"ENSG00000157483",1.01800758557029e-124,1.14418720377933,0.194,0.061,2.38661698361098e-120,"0","ENSG00000157483"
"ENSG00000145687",4.26625387251924e-124,1.53235601050389,0.148,0.038,1.00018055787341e-119,"0","ENSG00000145687"
"ENSG00000197943",1.07441985528111e-123,0.898333749768741,0.218,0.073,2.51886990872102e-119,"0","ENSG00000197943"
"ENSG00000145088",6.86606559609955e-123,0.786316371191292,0.239,0.085,1.60968041834958e-118,"0","ENSG00000145088"
"ENSG00000137106",1.50613167565415e-121,0.735186159041969,0.251,0.092,3.5309751004036e-117,"0","ENSG00000137106"
"ENSG00000198876",2.53565679985955e-120,1.19459878900963,0.153,0.041,5.94459380159072e-116,"0","ENSG00000198876"
"ENSG00000034510",9.81850672702101e-119,-0.585577014799425,0.876,0.839,2.30185071708281e-114,"0","ENSG00000034510"
"ENSG00000132185",1.64541937167929e-118,1.01401745200202,0.181,0.056,3.85752117496492e-114,"0","ENSG00000132185"
"ENSG00000071564",9.74395184922516e-118,0.962476269781514,0.191,0.061,2.28437207153235e-113,"0","ENSG00000071564"
"ENSG00000136824",7.19447097641988e-116,0.951872933704826,0.193,0.063,1.68667177571188e-111,"0","ENSG00000136824"
"ENSG00000143401",1.41035476381271e-115,0.720722721493005,0.265,0.103,3.30643570828252e-111,"0","ENSG00000143401"
"ENSG00000128951",1.49771671905226e-115,0.624266295123738,0.322,0.137,3.51124707614613e-111,"0","ENSG00000128951"
"ENSG00000095380",2.46947781748458e-115,0.83567023257238,0.211,0.072,5.78944379531084e-111,"0","ENSG00000095380"
"ENSG00000138778",8.89593496550396e-115,1.2699301498311,0.154,0.044,2.08556299331275e-110,"0","ENSG00000138778"
"ENSG00000095585",1.17894521464551e-114,0.990316750128547,0.174,0.053,2.76391916121493e-110,"0","ENSG00000095585"
"ENSG00000076554",2.0652863847087e-114,0.893964918081281,0.187,0.06,4.84185740031108e-110,"0","ENSG00000076554"
"ENSG00000164985",1.34804998361786e-112,0.613750873431067,0.339,0.15,3.16036838159372e-108,"0","ENSG00000164985"
"ENSG00000129071",1.55664949569126e-112,0.714901657577362,0.255,0.099,3.64940907769859e-108,"0","ENSG00000129071"
"ENSG00000137309",2.22704319371532e-112,0.605701938964198,0.302,0.126,5.2210800633462e-108,"0","ENSG00000137309"
"ENSG00000169504",3.93515309315672e-112,1.04037080710819,0.178,0.056,9.22557291159661e-108,"0","ENSG00000169504"
"ENSG00000113916",9.5701144644662e-112,0.984635030805956,0.168,0.051,2.24361763504946e-107,"0","ENSG00000113916"
"ENSG00000182481",2.44403289437098e-111,1.02782519448555,0.169,0.052,5.72979071756332e-107,"0","ENSG00000182481"
"ENSG00000072571",4.25802728400445e-111,1.20783078732067,0.146,0.041,9.98251916462003e-107,"0","ENSG00000072571"
"ENSG00000102445",7.73685803107318e-111,0.996741016913157,0.172,0.054,1.8138289968048e-106,"0","ENSG00000102445"
"ENSG00000117322",2.15750485819285e-109,0.330383001667389,0.292,0.121,5.05805438954732e-105,"0","ENSG00000117322"
"ENSG00000197451",3.34005946399237e-109,0.592248726199706,0.305,0.13,7.8304354073837e-105,"0","ENSG00000197451"
"ENSG00000004468",1.03448110851911e-108,0.925679852333375,0.19,0.064,2.4252375108122e-104,"0","ENSG00000004468"
"ENSG00000167900",7.61172312323578e-108,1.03360504795967,0.15,0.043,1.7844923690114e-103,"0","ENSG00000167900"
"ENSG00000067225",4.01696378603812e-107,0.558139219760222,0.359,0.165,9.41736989998778e-103,"0","ENSG00000067225"
"ENSG00000112081",8.22708914132315e-107,0.55924644880762,0.333,0.149,1.9287587782918e-102,"0","ENSG00000112081"
"ENSG00000188229",1.14933892691215e-105,0.555116151193711,0.338,0.151,2.69451018025284e-101,"0","ENSG00000188229"
"ENSG00000157303",1.55614584063101e-105,1.26235431772328,0.129,0.033,3.64822830877533e-101,"0","ENSG00000157303"
"ENSG00000196549",9.7751949436287e-105,1.75026313721547,0.087,0.015,2.29169670258431e-100,"0","ENSG00000196549"
"ENSG00000124243",1.04891622602941e-104,1.02058724086893,0.15,0.044,2.45907920030334e-100,"0","ENSG00000124243"
"ENSG00000013810",3.65094945319824e-104,0.949776303183237,0.168,0.054,8.55928589807795e-100,"0","ENSG00000013810"
"ENSG00000116478",1.3156063502481e-103,0.63974425712404,0.264,0.108,3.08430752752165e-99,"0","ENSG00000116478"
"ENSG00000164330",1.5226224497061e-103,0.958745790361869,0.19,0.066,3.56963607109098e-99,"0","ENSG00000164330"
"ENSG00000154518",2.47233196790871e-102,0.510806532074636,0.363,0.169,5.79613506556518e-98,"0","ENSG00000154518"
"ENSG00000065882",6.46081889555898e-102,0.858910758343519,0.189,0.066,1.51467438187485e-97,"0","ENSG00000065882"
"ENSG00000163466",6.48823835134481e-102,0.434935045558758,0.665,0.388,1.52110259908928e-97,"0","ENSG00000163466"
"ENSG00000155966",6.56208172897239e-102,1.82903290786322,0.093,0.018,1.53841444054029e-97,"0","ENSG00000155966"
"ENSG00000072135",2.06547867494817e-101,0.853245809814325,0.18,0.061,4.84230820554849e-97,"0","ENSG00000072135"
"ENSG00000138668",1.91942699892961e-100,0.480766141438419,0.483,0.25,4.49990465629059e-96,"0","ENSG00000138668"
"ENSG00000134057",2.6080804300381e-100,1.11205472527179,0.139,0.04,6.11438376018133e-96,"0","ENSG00000134057"
"ENSG00000088325",2.75968907894602e-100,1.02727428744006,0.149,0.045,6.46981507668105e-96,"0","ENSG00000088325"
"ENSG00000100526",4.34549911121166e-100,0.877023313012697,0.165,0.053,1.01875881163246e-95,"0","ENSG00000100526"
"ENSG00000143933",5.40215718393727e-100,0.46891941975953,0.653,0.388,1.26648173020225e-95,"0","ENSG00000143933"
"ENSG00000140398",6.09751922526095e-100,1.2825451448083,0.117,0.029,1.42950240717018e-95,"0","ENSG00000140398"
"ENSG00000100632",2.59243462646356e-99,0.48849405766017,0.347,0.161,6.07770373828118e-95,"0","ENSG00000100632"
"ENSG00000035928",4.95082943870397e-99,0.746174655015477,0.213,0.081,1.16067245360976e-94,"0","ENSG00000035928"
"ENSG00000132388",5.57255515393519e-99,1.12222036839938,0.153,0.048,1.30642983028856e-94,"0","ENSG00000132388"
"ENSG00000104738",3.89690963331695e-98,0.862933016827926,0.173,0.058,9.13591494434825e-94,"0","ENSG00000104738"
"ENSG00000136167",7.9777238973001e-98,0.439328829542998,0.567,0.312,1.87029759048304e-93,"0","ENSG00000136167"
"ENSG00000112118",2.45084246223016e-97,0.837648113725637,0.183,0.064,5.74575506845238e-93,"0","ENSG00000112118"
"ENSG00000081189",2.74412908502267e-97,0.599572273004518,0.263,0.111,6.43333622692714e-93,"0","ENSG00000081189"
"ENSG00000169499",8.30820870025404e-97,0.711044986376805,0.231,0.092,1.94777644768756e-92,"0","ENSG00000169499"
"ENSG00000171132",8.47245234869088e-97,1.25288482295125,0.135,0.039,1.98628172862709e-92,"0","ENSG00000171132"
"ENSG00000091527",1.64606011659007e-96,0.532036090451996,0.28,0.121,3.85902333733377e-92,"0","ENSG00000091527"
"ENSG00000126821",1.95474414834417e-96,1.09463063985511,0.141,0.042,4.58270218137807e-92,"0","ENSG00000126821"
"ENSG00000125835",4.83203201248749e-96,0.613830322791493,0.252,0.104,1.13282158500757e-91,"0","ENSG00000125835"
"ENSG00000138755",8.99983422531691e-96,-3.85900775731156,0.028,0.151,2.1099211357833e-91,"0","ENSG00000138755"
"ENSG00000122565",1.74734454983825e-95,0.528164217819892,0.325,0.149,4.0964745626408e-91,"0","ENSG00000122565"
"ENSG00000111669",2.78442903401562e-95,0.462734886201514,0.341,0.159,6.52781542734622e-91,"0","ENSG00000111669"
"ENSG00000075415",6.27183750018595e-95,0.428919002394323,0.389,0.19,1.47036958354359e-90,"0","ENSG00000075415"
"ENSG00000198900",7.26931906190734e-95,0.55205190009118,0.32,0.148,1.70421916087356e-90,"0","ENSG00000198900"
"ENSG00000130816",1.52575840083075e-94,0.700193011685481,0.23,0.092,3.57698799490761e-90,"0","ENSG00000130816"
"ENSG00000123975",1.94157184200944e-94,0.80312354783238,0.186,0.067,4.55182102640693e-90,"0","ENSG00000123975"
"ENSG00000224184",4.8739122578774e-94,1.05042204594565,0.147,0.046,1.14263998973678e-89,"0","ENSG00000224184"
"ENSG00000140968",6.69700483516485e-94,0.691108303519023,0.223,0.089,1.57004581355605e-89,"0","ENSG00000140968"
"ENSG00000089685",8.90965431572816e-94,1.18315678644646,0.123,0.034,2.08877935777931e-89,"0","ENSG00000089685"
"ENSG00000100162",1.07912905692465e-93,0.939599603450231,0.14,0.042,2.52991016105415e-89,"0","ENSG00000100162"
"ENSG00000073849",2.37094174175673e-93,0.664804827738921,0.249,0.105,5.55843581937449e-89,"0","ENSG00000073849"
"ENSG00000084207",3.26448060040843e-93,0.430836855982113,0.417,0.209,7.65324831959752e-89,"0","ENSG00000084207"
"ENSG00000168298",5.33929289949328e-93,0.63949777306445,0.28,0.125,1.25174382735721e-88,"0","ENSG00000168298"
"ENSG00000124795",1.00132397397729e-92,0.436920284911038,0.454,0.237,2.34750392459237e-88,"0","ENSG00000124795"
"ENSG00000065978",2.57030820675745e-92,0.449952688365262,0.316,0.144,6.02583055992216e-88,"0","ENSG00000065978"
"ENSG00000127616",1.94473727870674e-91,0.809189723669923,0.174,0.062,4.55924207620007e-87,"0","ENSG00000127616"
"ENSG00000170962",2.47034007544352e-91,1.68533821741463,0.086,0.018,5.79146527286978e-87,"0","ENSG00000170962"
"ENSG00000100290",2.02985640819288e-90,1.07636943586577,0.123,0.035,4.75879536336739e-86,"0","ENSG00000100290"
"ENSG00000156261",4.96213628508821e-90,0.512212372376583,0.296,0.134,1.16332323067608e-85,"0","ENSG00000156261"
"ENSG00000124151",7.91384879056482e-90,0.701468102267228,0.225,0.092,1.85532271046002e-85,"0","ENSG00000124151"
"ENSG00000112312",1.04445719229485e-89,0.92095518843757,0.139,0.043,2.44862544161604e-85,"0","ENSG00000112312"
"ENSG00000135363",1.26978899221824e-89,0.845269068669832,0.173,0.062,2.97689331335644e-85,"0","ENSG00000135363"
"ENSG00000145685",2.68210865044599e-89,1.5525731686367,0.101,0.025,6.28793552010559e-85,"0","ENSG00000145685"
"ENSG00000111639",2.94684378380119e-89,0.422135353871289,0.342,0.163,6.90858056674351e-85,"0","ENSG00000111639"
"ENSG00000181163",6.62686584468003e-89,0.370949295240592,0.483,0.256,1.55360242862679e-84,"0","ENSG00000181163"
"ENSG00000165672",7.55930216300222e-89,0.576301237051218,0.232,0.096,1.77220279909424e-84,"0","ENSG00000165672"
"ENSG00000257275",1.5796522784254e-88,1.30620180035556,0.101,0.025,3.70333680154051e-84,"0","ENSG00000257275"
"ENSG00000163950",1.72914051021275e-88,0.843722106054687,0.162,0.056,4.05379701214277e-84,"0","ENSG00000163950"
"ENSG00000134046",2.44320833790623e-88,0.519290942901686,0.289,0.131,5.72785762738736e-84,"0","ENSG00000134046"
"ENSG00000144218",5.90420295278141e-88,0.60266892788082,0.296,0.138,1.38418134025007e-83,"0","ENSG00000144218"
"ENSG00000150753",5.91839179840494e-88,0.559993026175452,0.246,0.105,1.38750777321805e-83,"0","ENSG00000150753"
"ENSG00000120278",1.43498974676374e-87,0.858029191645817,0.179,0.066,3.36418996231291e-83,"0","ENSG00000120278"
"ENSG00000117054",1.48808791322256e-87,0.942308909900304,0.145,0.047,3.48867330375897e-83,"0","ENSG00000117054"
"ENSG00000148429",2.5959319319929e-87,1.28001446694572,0.114,0.031,6.08590282136416e-83,"0","ENSG00000148429"
"ENSG00000132780",8.0323172260446e-87,0.499480972487046,0.267,0.118,1.8830964504739e-82,"0","ENSG00000132780"
"ENSG00000154723",1.54310421260651e-86,0.480079995217349,0.297,0.137,3.6176535160347e-82,"0","ENSG00000154723"
"ENSG00000175567",1.5558693102571e-86,0.469735093753584,0.317,0.15,3.64758001096676e-82,"0","ENSG00000175567"
"ENSG00000163683",2.40329664309432e-86,0.51904481027002,0.266,0.118,5.63428865007031e-82,"0","ENSG00000163683"
"ENSG00000041357",2.43297190211574e-86,0.405631339941221,0.44,0.23,5.70385932732014e-82,"0","ENSG00000041357"
"ENSG00000111229",3.20210783180584e-86,0.372952315361245,0.469,0.248,7.50702160088562e-82,"0","ENSG00000111229"
"ENSG00000115875",3.60370601532769e-86,0.441414840440374,0.302,0.14,8.44852838233423e-82,"0","ENSG00000115875"
"ENSG00000165025",8.55175144150365e-86,0.506823638641536,0.281,0.128,2.00487260794611e-81,"0","ENSG00000165025"
"ENSG00000167283",1.37131372715388e-85,0.369481287934599,0.442,0.23,3.21490790193956e-81,"0","ENSG00000167283"
"ENSG00000164167",1.76182919943219e-85,0.593582994797698,0.204,0.081,4.13043237514884e-81,"0","ENSG00000164167"
"ENSG00000102879",2.6949399397293e-85,0.469996983360449,0.288,0.132,6.31801719470138e-81,"0","ENSG00000102879"
"ENSG00000140264",6.47531695731357e-85,0.368647110404934,0.765,0.493,1.51807330747259e-80,"0","ENSG00000140264"
"ENSG00000170860",1.52503671049484e-84,0.429633033031086,0.277,0.125,3.5752960640841e-80,"0","ENSG00000170860"
"ENSG00000122483",8.37955955221925e-84,0.979781257000111,0.142,0.047,1.96450394142228e-79,"0","ENSG00000122483"
"ENSG00000120802",1.91578202570624e-83,0.650792019982244,0.2,0.08,4.49135938106571e-79,"0","ENSG00000120802"
"ENSG00000177885",2.82253266487425e-83,0.458435009974827,0.332,0.162,6.61714557953119e-79,"0","ENSG00000177885"
"ENSG00000153944",3.97057509029535e-83,0.929989163123634,0.156,0.055,9.30861624168842e-79,"0","ENSG00000153944"
"ENSG00000176890",9.59572810034121e-83,0.721741410604567,0.168,0.061,2.24962249584399e-78,"0","ENSG00000176890"
"ENSG00000143742",9.833510489945e-83,0.70279062783166,0.183,0.07,2.30536819926271e-78,"0","ENSG00000143742"
"ENSG00000107104",1.23590051383756e-82,1.46172131724589,0.091,0.022,2.89744516464077e-78,"0","ENSG00000107104"
"ENSG00000069275",1.75806308985318e-82,0.371334863371118,0.497,0.273,4.1216031078518e-78,"0","ENSG00000069275"
"ENSG00000089157",4.08110621268959e-82,0.374722109553483,0.722,0.457,9.56774540502947e-78,"0","ENSG00000089157"
"ENSG00000156136",5.12733816159943e-82,0.997216553594089,0.121,0.036,1.20205315860537e-77,"0","ENSG00000156136"
"ENSG00000067560",8.81001595310926e-82,0.365347193637579,0.461,0.246,2.06542014004693e-77,"0","ENSG00000067560"
"ENSG00000142168",9.54688411455554e-82,0.353640750360407,0.506,0.28,2.2381715118164e-77,"0","ENSG00000142168"
"ENSG00000172757",1.47946484787925e-81,0.372139526349602,0.61,0.354,3.46845738936812e-77,"0","ENSG00000172757"
"ENSG00000130770",1.70769249996973e-81,0.342763860666449,0.346,0.169,4.00351429692903e-77,"0","ENSG00000130770"
"ENSG00000167088",2.47328897013359e-81,0.492068046772675,0.258,0.116,5.79837866158118e-77,"0","ENSG00000167088"
"ENSG00000094916",2.4735118776383e-81,0.765636072980221,0.163,0.06,5.79890124593522e-77,"0","ENSG00000094916"
"ENSG00000168916",5.12169296730385e-81,1.72492462320029,0.079,0.017,1.20072969925472e-76,"0","ENSG00000168916"
"ENSG00000102144",5.43984245901594e-81,0.521118725898222,0.242,0.106,1.2753166660917e-76,"0","ENSG00000102144"
"ENSG00000198624",5.7095298920858e-81,0.567005754835594,0.214,0.089,1.3385421879006e-76,"0","ENSG00000198624"
"ENSG00000115091",6.13909589087816e-81,0.452746412417764,0.366,0.186,1.43924964065748e-76,"0","ENSG00000115091"
"ENSG00000172183",7.13989054646845e-81,0.479291863112349,0.266,0.121,1.67387593971406e-76,"0","ENSG00000172183"
"ENSG00000008018",7.91886224818122e-81,0.340718302550865,0.327,0.157,1.85649806546361e-76,"0","ENSG00000008018"
"ENSG00000117450",9.65282516965897e-81,0.331722582314228,0.446,0.236,2.26300833277485e-76,"0","ENSG00000117450"
"ENSG00000110987",1.20969610620733e-79,1.0731695514838,0.111,0.032,2.83601155139247e-75,"0","ENSG00000110987"
"ENSG00000079263",1.68824247133794e-79,0.457109317300607,0.271,0.125,3.95791564980467e-75,"0","ENSG00000079263"
"ENSG00000184357",1.73493037060996e-79,0.783865497202733,0.179,0.07,4.067370760858e-75,"0","ENSG00000184357"
"ENSG00000189043",2.47073760584427e-79,0.355569144752969,0.375,0.19,5.7923972431413e-75,"0","ENSG00000189043"
"ENSG00000140995",2.87160442287674e-79,1.02405135688483,0.112,0.033,6.73218940899222e-75,"0","ENSG00000140995"
"ENSG00000085832",9.36260680040916e-79,0.635868846481574,0.2,0.083,2.19496953828792e-74,"0","ENSG00000085832"
"ENSG00000185760",1.06816847924586e-78,1.12337119481325,0.125,0.04,2.50421418274399e-74,"0","ENSG00000185760"
"ENSG00000080824",1.57467700449085e-78,0.367007577290051,0.722,0.46,3.69167276932836e-74,"0","ENSG00000080824"
"ENSG00000170142",1.61442295340837e-78,0.503637318246181,0.219,0.093,3.78485317197058e-74,"0","ENSG00000170142"
"ENSG00000104904",1.87791658646998e-78,0.370064852000105,0.715,0.453,4.40258764532022e-74,"0","ENSG00000104904"
"ENSG00000145386",2.10047933386076e-78,1.02592118567297,0.121,0.037,4.92436375030317e-74,"0","ENSG00000145386"
"ENSG00000198843",2.11463847738021e-78,0.809230507214482,0.15,0.053,4.95755844637016e-74,"0","ENSG00000198843"
"ENSG00000083454",4.15562745858014e-78,0.935902674827483,0.125,0.04,9.74245301389528e-74,"0","ENSG00000083454"
"ENSG00000170396",4.38351741361026e-78,1.94894743446373,0.074,0.015,1.02767182244679e-73,"0","ENSG00000170396"
"ENSG00000096384",6.42398219058966e-78,0.367747934256946,0.632,0.379,1.50603838476184e-73,"0","ENSG00000096384"
"ENSG00000118816",7.72564567228453e-78,0.338956923733189,0.414,0.218,1.81120037141039e-73,"0","ENSG00000118816"
"ENSG00000066279",1.00472923769421e-77,1.17774343563535,0.097,0.025,2.35548722485031e-73,"0","ENSG00000066279"
"ENSG00000254087",1.03270304948825e-77,0.428729219588164,0.279,0.132,2.42106902922024e-73,"0","ENSG00000254087"
"ENSG00000115053",1.32874371600287e-77,0.357064229542933,0.568,0.333,3.11510676779713e-73,"0","ENSG00000115053"
"ENSG00000152061",1.71618135359219e-77,0.480918897095597,0.342,0.175,4.02341556536153e-73,"0","ENSG00000152061"
"ENSG00000119335",1.71865471556902e-77,0.407456954604066,0.311,0.152,4.02921411518e-73,"0","ENSG00000119335"
"ENSG00000106399",2.21834984411463e-77,0.461278522766658,0.25,0.113,5.20069937454235e-73,"0","ENSG00000106399"
"ENSG00000164754",2.71787211762979e-77,0.416647249619909,0.291,0.139,6.37177939257129e-73,"0","ENSG00000164754"
"ENSG00000155629",2.78743648598544e-77,0.870612546496853,0.141,0.049,6.53486609774427e-73,"0","ENSG00000155629"
"ENSG00000124575",3.3518817186508e-77,0.447168110059533,0.33,0.165,7.85815150120494e-73,"0","ENSG00000124575"
"ENSG00000154473",3.63297762186501e-77,0.632496961845773,0.198,0.082,8.51715273670033e-73,"0","ENSG00000154473"
"ENSG00000152234",4.0013691685494e-77,0.389299299461222,0.325,0.161,9.38080987874722e-73,"0","ENSG00000152234"
"ENSG00000152558",4.3657983747399e-77,0.5133353998455,0.212,0.09,1.02351777097402e-72,"0","ENSG00000152558"
"ENSG00000116560",5.1620778755531e-77,0.39355690939043,0.331,0.165,1.21019753714467e-72,"0","ENSG00000116560"
